subject,subject_type,relation,object,object_type,source_url,sentence
Best Picture,ORG,increase,the Academy of Motion Picture Arts and Sciences (AMPAS,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
Best Picture,ORG,increase,the 82nd Academy Awards,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
the early years,DATE,increase,Lewis Milestone,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
the early years,DATE,increase,Arabian Knights,WORK_OF_ART,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
the early years,DATE,increase,Frank Lloyd for The Divine,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
the early years,DATE,increase,"June 24, 2009",DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
the early years,DATE,increase,the Academy of Motion Picture Arts and Sciences (AMPAS,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
the early years,DATE,increase,the 82nd Academy Awards,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
Lewis Milestone,PERSON,increase,Arabian Knights,WORK_OF_ART,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
Lewis Milestone,PERSON,increase,Frank Lloyd for The Divine,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
Lewis Milestone,PERSON,increase,"June 24, 2009",DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
Lewis Milestone,PERSON,increase,the Academy of Motion Picture Arts and Sciences (AMPAS,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
Lewis Milestone,PERSON,increase,the 82nd Academy Awards,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
Arabian Knights,WORK_OF_ART,increase,Frank Lloyd for The Divine,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
Arabian Knights,WORK_OF_ART,increase,"June 24, 2009",DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
Arabian Knights,WORK_OF_ART,increase,the Academy of Motion Picture Arts and Sciences (AMPAS,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
Arabian Knights,WORK_OF_ART,increase,the 82nd Academy Awards,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
Frank Lloyd for The Divine,PERSON,increase,"June 24, 2009",DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
Frank Lloyd for The Divine,PERSON,increase,the Academy of Motion Picture Arts and Sciences (AMPAS,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
Frank Lloyd for The Divine,PERSON,increase,the 82nd Academy Awards,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
"June 24, 2009",DATE,increase,the Academy of Motion Picture Arts and Sciences (AMPAS,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"The only two Best Director winners to win for films that did not receive a Best Picture nomination were during the early years of the awards: Lewis Milestone for Two Arabian Knights (1927/28), and Frank Lloyd for The Divine Lady (1928/29).[14]
Nomination limit increased
[edit]On June 24, 2009, the Academy of Motion Picture Arts and Sciences (AMPAS) announced that the number of films to be nominated in the Best Picture award category would increase from 5 to 10, starting with the 82nd Academy Awa"
